9375;Afghanistan - Mobile - AT;TESTAST;0;0;2137;2778
9370;Afghanistan - Mobile - AWCC;TESTAST;0;0;1944;2527
9371;Afghanistan - Mobile - AWCC;TESTAST;0;0;1944;2527
9378;Afghanistan - Mobile - Etisalat;TESTAST;0;0;1881;2445
9373;Afghanistan - Mobile - Etisalat;TESTAST;0;0;1881;2445
9376;Afghanistan - Mobile - MTN;TESTAST;0;0;2157;2804
9377;Afghanistan - Mobile - MTN;TESTAST;0;0;2157;2804
9372;Afghanistan - Mobile - Roshan;TESTAST;0;0;2070;2691
9379;Afghanistan - Mobile - Roshan;TESTAST;0;0;2070;2691
9374;Afghanistan - Mobile - Salam;TESTAST;0;0;2157;2804
93;Afghanistan - Other;TESTAST;0;0;2478;3221
3555;Albania - AMC;TESTAST;0;0;2355;3062
35572;Albania - AMC;TESTAST;0;0;2355;3062
3558;Albania - AMC;TESTAST;0;0;2355;3062
35521;Albania - AMC;TESTAST;0;0;2355;3062
35522;Albania - AMC;TESTAST;0;0;2355;3062
35524;Albania - AMC;TESTAST;0;0;2355;3062
35526;Albania - AMC;TESTAST;0;0;2355;3062
35527;Albania - AMC;TESTAST;0;0;2355;3062
35528;Albania - AMC;TESTAST;0;0;2355;3062
35529;Albania - AMC;TESTAST;0;0;2355;3062
3553;Albania - AMC;TESTAST;0;0;2355;3062
35546;Albania - AMC;TESTAST;0;0;2355;3062
35547;Albania - AMC;TESTAST;0;0;2355;3062
35548;Albania - AMC;TESTAST;0;0;2355;3062
35549;Albania - AMC;TESTAST;0;0;2355;3062
355450;Albania - Centralcom PRS;TESTAST;0;0;4017;5222
35568;Albania - Mobile - AMC;TESTAST;0;0;4017;5222
35567;Albania - Mobile - Eagle;TESTAST;0;0;4416;5741
35566;Albania - Mobile - Plus;TESTAST;0;0;4017;5222
35569;Albania - Mobile - Vodafone;TESTAST;0;0;4017;5222
355;Albania - Other;TESTAST;0;0;2163;2812
3554402;Albania - Premium Services;TESTAST;0;0;5550;7215
355466;Albania - Special PRS;TESTAST;0;0;7107;9239
355422;Albania - Tirane;TESTAST;0;0;2987;3883
355423;Albania - Tirane;TESTAST;0;0;2987;3883
355424;Albania - Tirane;TESTAST;0;0;2987;3883
35543;Albania - Tirane;TESTAST;0;0;2987;3883
21365;Algeria - Mobile - Mobilis;TESTAST;0;0;8282;10767
21366;Algeria - Mobile - Mobilis;TESTAST;0;0;8282;10767
21367;Algeria - Mobile - Mobilis;TESTAST;0;0;8282;10767
21368;Algeria - Mobile - Mobilis;TESTAST;0;0;8282;10767
21369;Algeria - Mobile - Mobilis;TESTAST;0;0;8282;10767
2135;Algeria - Mobile - Ooredoo;TESTAST;0;0;8555;11122
21377;Algeria - Mobile - Orascom;TESTAST;0;0;9500;12350
21378;Algeria - Mobile - Orascom;TESTAST;0;0;9500;12350
21379;Algeria - Mobile - Orascom;TESTAST;0;0;9500;12350
213;Algeria - Other;TESTAST;0;0;1015;1320
1684;American Samoa;TESTAST;0;0;1996;2595
376;Andorra;TESTAST;0;0;364;473
3763;Andorra - Mobile;TESTAST;0;0;2243;2916
3764;Andorra - Mobile;TESTAST;0;0;2243;2916
3766;Andorra - Mobile;TESTAST;0;0;2243;2916
3765;Andorra - Mobile;TESTAST;0;0;2243;2916
244;Angola;TESTAST;0;0;739;961
24495;Angola - Mobile - Africell;TESTAST;0;0;4950;6435
24491;Angola - Mobile - Movicel;TESTAST;0;0;4950;6435
24499;Angola - Mobile - Movicel;TESTAST;0;0;4950;6435
244997;Angola - Mobile - Movicel;TESTAST;0;0;4950;6435
244998;Angola - Mobile - Movicel;TESTAST;0;0;4950;6435
244999;Angola - Mobile - Movicel;TESTAST;0;0;4950;6435
24492;Angola - Mobile - Unitel;TESTAST;0;0;4950;6435
24493;Angola - Mobile - Unitel;TESTAST;0;0;4950;6435
24494;Angola - Mobile - Unitel;TESTAST;0;0;4950;6435
244949172;Angola - Premium Services;TESTAST;0;0;9167;11917
244996862;Angola - Premium Services;TESTAST;0;0;9167;11917
1264;Anguilla;TESTAST;0;0;3950;5135
1264235;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264469;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264476;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264536;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264537;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264538;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264543;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264729;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264772;Anguilla - Mobile ;TESTAST;0;0;4958;6445
1264581;Anguilla - Mobile - Digicel;TESTAST;0;0;4958;6445
1264582;Anguilla - Mobile - Digicel;TESTAST;0;0;4958;6445
1264583;Anguilla - Mobile - Digicel;TESTAST;0;0;4958;6445
1264584;Anguilla - Mobile - Digicel;TESTAST;0;0;4958;6445
1264539;Anguilla - Premium Services;TESTAST;0;0;5455;7092
1264540;Anguilla - Premium Services;TESTAST;0;0;5455;7092
672;Antarctica & Islands;TESTAST;0;0;19570;25441
6721;Antarctica & Islands - Antartic;TESTAST;0;0;19570;25441
1268;Antigua & Barbuda;TESTAST;0;0;3180;4134
1268464;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
126872;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
1268764;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
126877;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
126878;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
126871;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
126873;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
1268762;Antigua & Barbuda - Mobile;TESTAST;0;0;2775;3608
5411;Argentina - Buenos Aires;TESTAST;0;0;56;73
54332;Argentina - Central;TESTAST;0;0;250;325
54341;Argentina - Central;TESTAST;0;0;250;325
54342;Argentina - Central;TESTAST;0;0;250;325
54343;Argentina - Central;TESTAST;0;0;250;325
543461;Argentina - Central;TESTAST;0;0;250;325
543462;Argentina - Central;TESTAST;0;0;250;325
543476;Argentina - Central;TESTAST;0;0;250;325
54348;Argentina - Central;TESTAST;0;0;250;325
54351;Argentina - Central;TESTAST;0;0;250;325
54353;Argentina - Central;TESTAST;0;0;250;325
54354;Argentina - Central;TESTAST;0;0;250;325
54357;Argentina - Central;TESTAST;0;0;250;325
54358;Argentina - Central;TESTAST;0;0;250;325
543624;Argentina - Central;TESTAST;0;0;250;325
54364;Argentina - Central;TESTAST;0;0;250;325
54372;Argentina - Central;TESTAST;0;0;250;325
543783;Argentina - Central;TESTAST;0;0;250;325
54381;Argentina - Central;TESTAST;0;0;250;325
54387;Argentina - Central;TESTAST;0;0;250;325
54221;Argentina - Central;TESTAST;0;0;250;325
54223;Argentina - Central;TESTAST;0;0;250;325
542293;Argentina - Central;TESTAST;0;0;250;325
54230;Argentina - Central;TESTAST;0;0;250;325
54232;Argentina - Central;TESTAST;0;0;250;325
54236;Argentina - Central;TESTAST;0;0;250;325
54237;Argentina - Central;TESTAST;0;0;250;325
54249;Argentina - Central;TESTAST;0;0;250;325
54261;Argentina - Central;TESTAST;0;0;250;325
54264;Argentina - Central;TESTAST;0;0;250;325
54266;Argentina - Central;TESTAST;0;0;250;325
54291;Argentina - Central;TESTAST;0;0;250;325
542954;Argentina - Central;TESTAST;0;0;250;325
54299;Argentina - Central;TESTAST;0;0;250;325
542236645;Argentina - Mobile;TESTAST;0;0;1850;2405
543777387;Argentina - Mobile;TESTAST;0;0;1850;2405
54332945;Argentina - Mobile;TESTAST;0;0;1850;2405
542804500;Argentina - Mobile;TESTAST;0;0;1850;2405
543795482;Argentina - Mobile;TESTAST;0;0;1850;2405
54341401;Argentina - Mobile;TESTAST;0;0;1850;2405
542364461;Argentina - Mobile;TESTAST;0;0;1850;2405
543886473;Argentina - Mobile;TESTAST;0;0;1850;2405
543833469;Argentina - Mobile;TESTAST;0;0;1850;2405
543834460;Argentina - Mobile;TESTAST;0;0;1850;2405
542922436;Argentina - Mobile;TESTAST;0;0;1850;2405
542624443;Argentina - Mobile;TESTAST;0;0;1850;2405
542234607;Argentina - Mobile;TESTAST;0;0;1850;2405
543537484;Argentina - Mobile;TESTAST;0;0;1850;2405
543854498;Argentina - Mobile;TESTAST;0;0;1850;2405
542374150;Argentina - Mobile;TESTAST;0;0;1850;2405
542285404;Argentina - Mobile;TESTAST;0;0;1850;2405
542204124;Argentina - Mobile;TESTAST;0;0;1850;2405
542616024;Argentina - Mobile;TESTAST;0;0;1850;2405
54225549;Argentina - Mobile;TESTAST;0;0;1850;2405
542983452;Argentina - Mobile;TESTAST;0;0;1850;2405
542932453;Argentina - Mobile;TESTAST;0;0;1850;2405
54387460;Argentina - Mobile;TESTAST;0;0;1850;2405
542252459;Argentina - Mobile;TESTAST;0;0;1850;2405
542942335;Argentina - Mobile;TESTAST;0;0;1850;2405
543877520;Argentina - Mobile;TESTAST;0;0;1850;2405
542224451;Argentina - Mobile;TESTAST;0;0;1850;2405
542945660;Argentina - Mobile;TESTAST;0;0;1850;2405
542614809;Argentina - Mobile;TESTAST;0;0;1850;2405
543462486;Argentina - Mobile;TESTAST;0;0;1850;2405
543857480;Argentina - Mobile;TESTAST;0;0;1850;2405
542356400;Argentina - Mobile;TESTAST;0;0;1850;2405
54114560;Argentina - Mobile;TESTAST;0;0;1850;2405
543382459;Argentina - Mobile;TESTAST;0;0;1850;2405
542362463;Argentina - Mobile;TESTAST;0;0;1850;2405
54112011;Argentina - Mobile;TESTAST;0;0;1850;2405
54115330;Argentina - Mobile;TESTAST;0;0;1850;2405
543463452;Argentina - Mobile;TESTAST;0;0;1850;2405
542267415;Argentina - Mobile;TESTAST;0;0;1850;2405
542928431;Argentina - Mobile;TESTAST;0;0;1850;2405
542656400;Argentina - Mobile;TESTAST;0;0;1850;2405
542936400;Argentina - Mobile;TESTAST;0;0;1850;2405
54115251;Argentina - Mobile;TESTAST;0;0;1850;2405
542966689;Argentina - Mobile;TESTAST;0;0;1850;2405
543743492;Argentina - Mobile;TESTAST;0;0;1850;2405
54117068;Argentina - Mobile;TESTAST;0;0;1850;2405
543484459;Argentina - Mobile;TESTAST;0;0;1850;2405
542241402;Argentina - Mobile;TESTAST;0;0;1850;2405
54114040;Argentina - Mobile;TESTAST;0;0;1850;2405
542623453;Argentina - Mobile;TESTAST;0;0;1850;2405
542223401;Argentina - Mobile;TESTAST;0;0;1850;2405
542622321;Argentina - Mobile;TESTAST;0;0;1850;2405
542964596;Argentina - Mobile;TESTAST;0;0;1850;2405
542304248;Argentina - Mobile;TESTAST;0;0;1850;2405
542634296;Argentina - Mobile;TESTAST;0;0;1850;2405
543482450;Argentina - Mobile;TESTAST;0;0;1850;2405
543878665;Argentina - Mobile;TESTAST;0;0;1850;2405
542317500;Argentina - Mobile;TESTAST;0;0;1850;2405
542922410;Argentina - Mobile;TESTAST;0;0;1850;2405
543525450;Argentina - Mobile;TESTAST;0;0;1850;2405
542320459;Argentina - Mobile;TESTAST;0;0;1850;2405
543496463;Argentina - Mobile;TESTAST;0;0;1850;2405
542229400;Argentina - Mobile;TESTAST;0;0;1850;2405
543522452;Argentina - Mobile;TESTAST;0;0;1850;2405
542475429;Argentina - Mobile;TESTAST;0;0;1850;2405
543364478;Argentina - Mobile;TESTAST;0;0;1850;2405
542652782;Argentina - Mobile;TESTAST;0;0;1850;2405
543794419;Argentina - Mobile;TESTAST;0;0;1850;2405
542931422;Argentina - Mobile;TESTAST;0;0;1850;2405
542352500;Argentina - Mobile;TESTAST;0;0;1850;2405
542954710;Argentina - Mobile;TESTAST;0;0;1850;2405
543877523;Argentina - Mobile;TESTAST;0;0;1850;2405
542926499;Argentina - Mobile;TESTAST;0;0;1850;2405
54115381;Argentina - Mobile;TESTAST;0;0;1850;2405
542344491;Argentina - Mobile;TESTAST;0;0;1850;2405
543467497;Argentina - Mobile;TESTAST;0;0;1850;2405
542223451;Argentina - Mobile;TESTAST;0;0;1850;2405
542644026;Argentina - Mobile;TESTAST;0;0;1850;2405
543564354;Argentina - Mobile;TESTAST;0;0;1850;2405
542626406;Argentina - Mobile;TESTAST;0;0;1850;2405
543772496;Argentina - Mobile;TESTAST;0;0;1850;2405
542221404;Argentina - Mobile;TESTAST;0;0;1850;2405
5435412632;Argentina - Mobile;TESTAST;0;0;1850;2405
542983634;Argentina - Mobile;TESTAST;0;0;1850;2405
542664247;Argentina - Mobile;TESTAST;0;0;1850;2405
542243428;Argentina - Mobile;TESTAST;0;0;1850;2405
543878449;Argentina - Mobile;TESTAST;0;0;1850;2405
542804222;Argentina - Mobile;TESTAST;0;0;1850;2405
543524498;Argentina - Mobile;TESTAST;0;0;1850;2405
543472497;Argentina - Mobile;TESTAST;0;0;1850;2405
54675;Argentina - Mobile;TESTAST;0;0;1850;2405
54114678;Argentina - Mobile;TESTAST;0;0;1850;2405
542229408;Argentina - Mobile;TESTAST;0;0;1850;2405
542924400;Argentina - Mobile;TESTAST;0;0;1850;2405
543543647;Argentina - Mobile;TESTAST;0;0;1850;2405
542273415;Argentina - Mobile;TESTAST;0;0;1850;2405
54351724;Argentina - Mobile;TESTAST;0;0;1850;2405
54381471;Argentina - Mobile;TESTAST;0;0;1850;2405
54114869;Argentina - Mobile;TESTAST;0;0;1850;2405
54117069;Argentina - Mobile;TESTAST;0;0;1850;2405
543875459;Argentina - Mobile;TESTAST;0;0;1850;2405
542656450;Argentina - Mobile;TESTAST;0;0;1850;2405
542343400;Argentina - Mobile;TESTAST;0;0;1850;2405
542995001;Argentina - Mobile;TESTAST;0;0;1850;2405
543854494;Argentina - Mobile;TESTAST;0;0;1850;2405
54341469;Argentina - Mobile;TESTAST;0;0;1850;2405
542331406;Argentina - Mobile;TESTAST;0;0;1850;2405
543585490;Argentina - Mobile;TESTAST;0;0;1850;2405
542395448;Argentina - Mobile;TESTAST;0;0;1850;2405
542656451;Argentina - Mobile;TESTAST;0;0;1850;2405
543364101;Argentina - Mobile;TESTAST;0;0;1850;2405
543401501;Argentina - Mobile;TESTAST;0;0;1850;2405
542657731;Argentina - Mobile;TESTAST;0;0;1850;2405
542292404;Argentina - Mobile;TESTAST;0;0;1850;2405
54341222;Argentina - Mobile;TESTAST;0;0;1850;2405
543624180;Argentina - Mobile;TESTAST;0;0;1850;2405
54351711;Argentina - Mobile;TESTAST;0;0;1850;2405
542204700;Argentina - Mobile;TESTAST;0;0;1850;2405
5411249;Argentina - Mobile;TESTAST;0;0;1850;2405
54388401;Argentina - Mobile;TESTAST;0;0;1850;2405
543874987;Argentina - Mobile;TESTAST;0;0;1850;2405
542651400;Argentina - Mobile;TESTAST;0;0;1850;2405
543721481;Argentina - Mobile;TESTAST;0;0;1850;2405
542261409;Argentina - Mobile;TESTAST;0;0;1850;2405
543584728;Argentina - Mobile;TESTAST;0;0;1850;2405
543408459;Argentina - Mobile;TESTAST;0;0;1850;2405
543484229;Argentina - Mobile;TESTAST;0;0;1850;2405
543885338;Argentina - Mobile;TESTAST;0;0;1850;2405
543825489;Argentina - Mobile;TESTAST;0;0;1850;2405
54348950;Argentina - Mobile;TESTAST;0;0;1850;2405
543765000;Argentina - Mobile;TESTAST;0;0;1850;2405
541146750;Argentina - Mobile;TESTAST;0;0;1850;2405
54351401;Argentina - Mobile;TESTAST;0;0;1850;2405
